Product,Price,Quantity,Sales,Date,Region
vermilion morsel,4.99,524.0,2614.76,2020-04-26,west
lapis morsel,1.99,576.0,1146.24,2020-04-26,north
lapis morsel,1.99,544.0,1082.56,2020-04-26,south
lapis morsel,1.99,535.0,1064.65,2020-04-26,east
lapis morsel,1.99,551.0,1096.49,2020-04-26,west
pink morsel,3.0,510.0,1530.0,2020-04-27,north
pink morsel,3.0,531.0,1593.0,2020-04-27,south
pink morsel,3.0,547.0,1641.0,2020-04-27,east
pink morsel,3.0,525.0,1575.0,2020-04-27,west
gold morsel,9.99,531.0,5304.6900000000005,2020-04-27,north
gold morsel,9.99,585.0,5844.150000000001,2020-04-27,south
gold morsel,9.99,530.0,5294.7,2020-04-27,east
gold morsel,9.99,530.0,5294.7,2020-04-27,west
magenta morsel,2.5,547.0,1367.5,2020-04-27,north
magenta morsel,2.5,594.0,1485.0,2020-04-27,south
magenta morsel,2.5,590.0,1475.0,2020-04-27,east
magenta morsel,2.5,547.0,1367.5,2020-04-27,west
chartreuse morsel,3.0,515.0,1545.0,2020-04-27,north
chartreuse morsel,3.0,543.0,1629.0,2020-04-27,south
chartreuse morsel,3.0,556.0,1668.0,2020-04-27,east
chartreuse morsel,3.0,522.0,1566.0,2020-04-27,west
periwinkle morsel,1.25,553.0,691.25,2020-04-27,north
periwinkle morsel,1.25,569.0,711.25,2020-04-27,south
periwinkle morsel,1.25,534.0,667.5,2020-04-27,east
periwinkle morsel,1.25,500.0,625.0,2020-04-27,west
vermilion morsel,4.99,539.0,2689.61,2020-04-27,north
vermilion morsel,4.99,599.0,2989.01,2020-04-27,south
vermilion morsel,4.99,551.0,2749.4900000000002,2020-04-27,east
vermilion morsel,4.99,556.0,2774.44,2020-04-27,west
lapis morsel,1.99,516.0,1026.84,2020-04-27,north
lapis morsel,1.99,525.0,1044.75,2020-04-27,south
lapis morsel,1.99,590.0,1174.1,2020-04-27,east
lapis morsel,1.99,510.0,1014.9,2020-04-27,west
pink morsel,3.0,596.0,1788.0,2020-04-28,north
pink morsel,3.0,583.0,1749.0,2020-04-28,south
pink morsel,3.0,527.0,1581.0,2020-04-28,east
pink morsel,3.0,508.0,1524.0,2020-04-28,west
gold morsel,9.99,588.0,5874.12,2020-04-28,north
gold morsel,9.99,505.0,5044.95,2020-04-28,south
gold morsel,9.99,568.0,5674.32,2020-04-28,east
gold morsel,9.99,515.0,5144.85,2020-04-28,west
magenta morsel,2.5,588.0,1470.0,2020-04-28,north
magenta morsel,2.5,549.0,1372.5,2020-04-28,south
magenta morsel,2.5,599.0,1497.5,2020-04-28,east
magenta morsel,2.5,525.0,1312.5,2020-04-28,west
chartreuse morsel,3.0,575.0,1725.0,2020-04-28,north
chartreuse morsel,3.0,542.0,1626.0,2020-04-28,south
chartreuse morsel,3.0,532.0,1596.0,2020-04-28,east
chartreuse morsel,3.0,538.0,1614.0,2020-04-28,west
periwinkle morsel,1.25,538.0,672.5,2020-04-28,north
periwinkle morsel,1.25,590.0,737.5,2020-04-28,south
periwinkle morsel,1.25,595.0,743.75,2020-04-28,east
periwinkle morsel,1.25,583.0,728.75,2020-04-28,west
vermilion morsel,4.99,500.0,2495.0,2020-04-28,north
vermilion morsel,4.99,543.0,2709.57,2020-04-28,south
vermilion morsel,4.99,555.0,2769.4500000000003,2020-04-28,east
vermilion morsel,4.99,559.0,2789.4100000000003,2020-04-28,west
lapis morsel,1.99,544.0,1082.56,2020-04-28,north
lapis morsel,1.99,512.0,1018.88,2020-04-28,south
lapis morsel,1.99,510.0,1014.9,2020-04-28,east
lapis morsel,1.99,589.0,1172.11,2020-04-28,west
pink morsel,3.0,560.0,1680.0,2020-04-29,north
pink morsel,3.0,558.0,1674.0,2020-04-29,south
pink morsel,3.0,591.0,1773.0,2020-04-29,east
pink morsel,3.0,558.0,1674.0,2020-04-29,west
gold morsel,9.99,551.0,5504.49,2020-04-29,north
gold morsel,9.99,572.0,5714.28,2020-04-29,south
gold morsel,9.99,583.0,5824.17,2020-04-29,east
gold morsel,9.99,528.0,5274.72,2020-04-29,west
magenta morsel,2.5,520.0,1300.0,2020-04-29,north
magenta morsel,2.5,501.0,1252.5,2020-04-29,south
magenta morsel,2.5,511.0,1277.5,2020-04-29,east
magenta morsel,2.5,598.0,1495.0,2020-04-29,west
chartreuse morsel,3.0,588.0,1764.0,2020-04-29,north
chartreuse morsel,3.0,552.0,1656.0,2020-04-29,south
chartreuse morsel,3.0,556.0,1668.0,2020-04-29,east
chartreuse morsel,3.0,597.0,1791.0,2020-04-29,west
periwinkle morsel,1.25,600.0,750.0,2020-04-29,north
periwinkle morsel,1.25,575.0,718.75,2020-04-29,south
periwinkle morsel,1.25,531.0,663.75,2020-04-29,east
periwinkle morsel,1.25,543.0,678.75,2020-04-29,west
vermilion morsel,4.99,514.0,2564.86,2020-04-29,north
vermilion morsel,4.99,564.0,2814.36,2020-04-29,south
vermilion morsel,4.99,550.0,2744.5,2020-04-29,east
vermilion morsel,4.99,548.0,2734.52,2020-04-29,west
lapis morsel,1.99,574.0,1142.26,2020-04-29,north
lapis morsel,1.99,513.0,1020.87,2020-04-29,south
lapis morsel,1.99,508.0,1010.92,2020-04-29,east
lapis morsel,1.99,579.0,1152.21,2020-04-29,west
pink morsel,3.0,593.0,1779.0,2020-04-30,north
pink morsel,3.0,523.0,1569.0,2020-04-30,south
pink morsel,3.0,530.0,1590.0,2020-04-30,east
pink morsel,3.0,563.0,1689.0,2020-04-30,west
gold morsel,9.99,578.0,5774.22,2020-04-30,north
gold morsel,9.99,540.0,5394.6,2020-04-30,south
gold morsel,9.99,537.0,5364.63,2020-04-30,east
gold morsel,9.99,555.0,5544.45,2020-04-30,west
magenta morsel,2.5,528.0,1320.0,2020-04-30,north
magenta morsel,2.5,591.0,1477.5,2020-04-30,south
magenta morsel,2.5,589.0,1472.5,2020-04-30,east
magenta morsel,2.5,585.0,1462.5,2020-04-30,west
chartreuse morsel,3.0,511.0,1533.0,2020-04-30,north
chartreuse morsel,3.0,551.0,1653.0,2020-04-30,south
chartreuse morsel,3.0,541.0,1623.0,2020-04-30,east
chartreuse morsel,3.0,582.0,1746.0,2020-04-30,west
periwinkle morsel,1.25,511.0,638.75,2020-04-30,north
periwinkle morsel,1.25,528.0,660.0,2020-04-30,south
periwinkle morsel,1.25,509.0,636.25,2020-04-30,east
periwinkle morsel,1.25,515.0,643.75,2020-04-30,west
vermilion morsel,4.99,524.0,2614.76,2020-04-30,north
vermilion morsel,4.99,540.0,2694.6,2020-04-30,south
vermilion morsel,4.99,548.0,2734.52,2020-04-30,east
vermilion morsel,4.99,593.0,2959.07,2020-04-30,west
lapis morsel,1.99,561.0,1116.39,2020-04-30,north
lapis morsel,1.99,570.0,1134.3,2020-04-30,south
lapis morsel,1.99,585.0,1164.15,2020-04-30,east
lapis morsel,1.99,544.0,1082.56,2020-04-30,west
pink morsel,3.0,585.0,1755.0,2020-05-01,north
pink morsel,3.0,584.0,1752.0,2020-05-01,south
pink morsel,3.0,547.0,1641.0,2020-05-01,east
pink morsel,3.0,535.0,1605.0,2020-05-01,west
gold morsel,9.99,545.0,5444.55,2020-05-01,north
gold morsel,9.99,550.0,5494.5,2020-05-01,south
gold morsel,9.99,522.0,5214.78,2020-05-01,east
gold morsel,9.99,541.0,5404.59,2020-05-01,west
magenta morsel,2.5,507.0,1267.5,2020-05-01,north
magenta morsel,2.5,574.0,1435.0,2020-05-01,south
magenta morsel,2.5,593.0,1482.5,2020-05-01,east
magenta morsel,2.5,526.0,1315.0,2020-05-01,west
chartreuse morsel,3.0,570.0,1710.0,2020-05-01,north
chartreuse morsel,3.0,551.0,1653.0,2020-05-01,south
chartreuse morsel,3.0,593.0,1779.0,2020-05-01,east
chartreuse morsel,3.0,543.0,1629.0,2020-05-01,west
periwinkle morsel,1.25,552.0,690.0,2020-05-01,north
periwinkle morsel,1.25,555.0,693.75,2020-05-01,south
periwinkle morsel,1.25,532.0,665.0,2020-05-01,east
periwinkle morsel,1.25,525.0,656.25,2020-05-01,west
vermilion morsel,4.99,552.0,2754.48,2020-05-01,north
vermilion morsel,4.99,528.0,2634.7200000000003,2020-05-01,south
vermilion morsel,4.99,590.0,2944.1,2020-05-01,east
vermilion morsel,4.99,551.0,2749.4900000000002,2020-05-01,west
lapis morsel,1.99,593.0,1180.07,2020-05-01,north
lapis morsel,1.99,524.0,1042.76,2020-05-01,south
lapis morsel,1.99,533.0,1060.67,2020-05-01,east
lapis morsel,1.99,551.0,1096.49,2020-05-01,west
pink morsel,3.0,529.0,1587.0,2020-05-02,north
pink morsel,3.0,507.0,1521.0,2020-05-02,south
pink morsel,3.0,535.0,1605.0,2020-05-02,east
pink morsel,3.0,519.0,1557.0,2020-05-02,west
gold morsel,9.99,550.0,5494.5,2020-05-02,north
gold morsel,9.99,563.0,5624.37,2020-05-02,south
gold morsel,9.99,590.0,5894.1,2020-05-02,east
gold morsel,9.99,594.0,5934.06,2020-05-02,west
magenta morsel,2.5,520.0,1300.0,2020-05-02,north
magenta morsel,2.5,561.0,1402.5,2020-05-02,south
magenta morsel,2.5,519.0,1297.5,2020-05-02,east
magenta morsel,2.5,574.0,1435.0,2020-05-02,west
chartreuse morsel,3.0,525.0,1575.0,2020-05-02,north
chartreuse morsel,3.0,513.0,1539.0,2020-05-02,south
chartreuse morsel,3.0,529.0,1587.0,2020-05-02,east
chartreuse morsel,3.0,525.0,1575.0,2020-05-02,west
periwinkle morsel,1.25,577.0,721.25,2020-05-02,north
periwinkle morsel,1.25,590.0,737.5,2020-05-02,south
periwinkle morsel,1.25,551.0,688.75,2020-05-02,east
periwinkle morsel,1.25,536.0,670.0,2020-05-02,west
vermilion morsel,4.99,528.0,2634.7200000000003,2020-05-02,north
vermilion morsel,4.99,531.0,2649.69,2020-05-02,south
vermilion morsel,4.99,502.0,2504.98,2020-05-02,east
vermilion morsel,4.99,576.0,2874.2400000000002,2020-05-02,west
lapis morsel,1.99,500.0,995.0,2020-05-02,north
lapis morsel,1.99,544.0,1082.56,2020-05-02,south
lapis morsel,1.99,560.0,1114.4,2020-05-02,east
lapis morsel,1.99,586.0,1166.14,2020-05-02,west
pink morsel,3.0,560.0,1680.0,2020-05-03,north
pink morsel,3.0,522.0,1566.0,2020-05-03,south
pink morsel,3.0,573.0,1719.0,2020-05-03,east
pink morsel,3.0,521.0,1563.0,2020-05-03,west
gold morsel,9.99,575.0,5744.25,2020-05-03,north
gold morsel,9.99,527.0,5264.7300000000005,2020-05-03,south
gold morsel,9.99,542.0,5414.58,2020-05-03,east
gold morsel,9.99,579.0,5784.21,2020-05-03,west
magenta morsel,2.5,591.0,1477.5,2020-05-03,north
magenta morsel,2.5,564.0,1410.0,2020-05-03,south
magenta morsel,2.5,500.0,1250.0,2020-05-03,east
magenta morsel,2.5,557.0,1392.5,2020-05-03,west
chartreuse morsel,3.0,527.0,1581.0,2020-05-03,north
chartreuse morsel,3.0,526.0,1578.0,2020-05-03,south
chartreuse morsel,3.0,528.0,1584.0,2020-05-03,east
chartreuse morsel,3.0,560.0,1680.0,2020-05-03,west
periwinkle morsel,1.25,590.0,737.5,2020-05-03,north
periwinkle morsel,1.25,538.0,672.5,2020-05-03,south
periwinkle morsel,1.25,578.0,722.5,2020-05-03,east
periwinkle morsel,1.25,594.0,742.5,2020-05-03,west
vermilion morsel,4.99,563.0,2809.3700000000003,2020-05-03,north
vermilion morsel,4.99,593.0,2959.07,2020-05-03,south
vermilion morsel,4.99,503.0,2509.9700000000003,2020-05-03,east
vermilion morsel,4.99,503.0,2509.9700000000003,2020-05-03,west
lapis morsel,1.99,580.0,1154.2,2020-05-03,north
lapis morsel,1.99,507.0,1008.93,2020-05-03,south
lapis morsel,1.99,554.0,1102.46,2020-05-03,east
lapis morsel,1.99,542.0,1078.58,2020-05-03,west
pink morsel,3.0,523.0,1569.0,2020-05-04,north
pink morsel,3.0,536.0,1608.0,2020-05-04,south
pink morsel,3.0,526.0,1578.0,2020-05-04,east
pink morsel,3.0,547.0,1641.0,2020-05-04,west
gold morsel,9.99,527.0,5264.7300000000005,2020-05-04,north
gold morsel,9.99,566.0,5654.34,2020-05-04,south
gold morsel,9.99,571.0,5704.29,2020-05-04,east
gold morsel,9.99,550.0,5494.5,2020-05-04,west
magenta morsel,2.5,530.0,1325.0,2020-05-04,north
magenta morsel,2.5,531.0,1327.5,2020-05-04,south
magenta morsel,2.5,511.0,1277.5,2020-05-04,east
magenta morsel,2.5,539.0,1347.5,2020-05-04,west
chartreuse morsel,3.0,513.0,1539.0,2020-05-04,north
chartreuse morsel,3.0,539.0,1617.0,2020-05-04,south
chartreuse morsel,3.0,510.0,1530.0,2020-05-04,east
chartreuse morsel,3.0,535.0,1605.0,2020-05-04,west
periwinkle morsel,1.25,566.0,707.5,2020-05-04,north
periwinkle morsel,1.25,517.0,646.25,2020-05-04,south
periwinkle morsel,1.25,518.0,647.5,2020-05-04,east
periwinkle morsel,1.25,559.0,698.75,2020-05-04,west
vermilion morsel,4.99,592.0,2954.08,2020-05-04,north
vermilion morsel,4.99,573.0,2859.27,2020-05-04,south
vermilion morsel,4.99,573.0,2859.27,2020-05-04,east
vermilion morsel,4.99,550.0,2744.5,2020-05-04,west
lapis morsel,1.99,576.0,1146.24,2020-05-04,north
lapis morsel,1.99,588.0,1170.12,2020-05-04,south
lapis morsel,1.99,522.0,1038.78,2020-05-04,east
lapis morsel,1.99,594.0,1182.06,2020-05-04,west
pink morsel,3.0,529.0,1587.0,2020-05-05,north
pink morsel,3.0,558.0,1674.0,2020-05-05,south
pink morsel,3.0,500.0,1500.0,2020-05-05,east
pink morsel,3.0,562.0,1686.0,2020-05-05,west
gold morsel,9.99,513.0,5124.87,2020-05-05,north
gold morsel,9.99,512.0,5114.88,2020-05-05,south
gold morsel,9.99,554.0,5534.46,2020-05-05,east
gold morsel,9.99,557.0,5564.43,2020-05-05,west
magenta morsel,2.5,528.0,1320.0,2020-05-05,north
magenta morsel,2.5,582.0,1455.0,2020-05-05,south
magenta morsel,2.5,532.0,1330.0,2020-05-05,east
magenta morsel,2.5,531.0,1327.5,2020-05-05,west
chartreuse morsel,3.0,527.0,1581.0,2020-05-05,north
chartreuse morsel,3.0,550.0,1650.0,2020-05-05,south
chartreuse morsel,3.0,558.0,1674.0,2020-05-05,east
chartreuse morsel,3.0,529.0,1587.0,2020-05-05,west
periwinkle morsel,1.25,585.0,731.25,2020-05-05,north
periwinkle morsel,1.25,566.0,707.5,2020-05-05,south
periwinkle morsel,1.25,600.0,750.0,2020-05-05,east
periwinkle morsel,1.25,544.0,680.0,2020-05-05,west
vermilion morsel,4.99,584.0,2914.1600000000003,2020-05-05,north
vermilion morsel,4.99,530.0,2644.7000000000003,2020-05-05,south
vermilion morsel,4.99,534.0,2664.6600000000003,2020-05-05,east
vermilion morsel,4.99,526.0,2624.7400000000002,2020-05-05,west
lapis morsel,1.99,508.0,1010.92,2020-05-05,north
lapis morsel,1.99,505.0,1004.95,2020-05-05,south
lapis morsel,1.99,593.0,1180.07,2020-05-05,east
lapis morsel,1.99,507.0,1008.93,2020-05-05,west
pink morsel,3.0,507.0,1521.0,2020-05-06,north
pink morsel,3.0,561.0,1683.0,2020-05-06,south
pink morsel,3.0,589.0,1767.0,2020-05-06,east
pink morsel,3.0,592.0,1776.0,2020-05-06,west
gold morsel,9.99,533.0,5324.67,2020-05-06,north
gold morsel,9.99,533.0,5324.67,2020-05-06,south
gold morsel,9.99,595.0,5944.05,2020-05-06,east
gold morsel,9.99,531.0,5304.6900000000005,2020-05-06,west
magenta morsel,2.5,547.0,1367.5,2020-05-06,north
magenta morsel,2.5,569.0,1422.5,2020-05-06,south
magenta morsel,2.5,537.0,1342.5,2020-05-06,east
magenta morsel,2.5,507.0,1267.5,2020-05-06,west
chartreuse morsel,3.0,546.0,1638.0,2020-05-06,north
chartreuse morsel,3.0,561.0,1683.0,2020-05-06,south
chartreuse morsel,3.0,518.0,1554.0,2020-05-06,east
chartreuse morsel,3.0,558.0,1674.0,2020-05-06,west
periwinkle morsel,1.25,539.0,673.75,2020-05-06,north
periwinkle morsel,1.25,520.0,650.0,2020-05-06,south
periwinkle morsel,1.25,598.0,747.5,2020-05-06,east
periwinkle morsel,1.25,593.0,741.25,2020-05-06,west
vermilion morsel,4.99,553.0,2759.4700000000003,2020-05-06,north
vermilion morsel,4.99,503.0,2509.9700000000003,2020-05-06,south
vermilion morsel,4.99,574.0,2864.26,2020-05-06,east
vermilion morsel,4.99,509.0,2539.9100000000003,2020-05-06,west
lapis morsel,1.99,571.0,1136.29,2020-05-06,north
lapis morsel,1.99,583.0,1160.17,2020-05-06,south
lapis morsel,1.99,512.0,1018.88,2020-05-06,east
lapis morsel,1.99,583.0,1160.17,2020-05-06,west
pink morsel,3.0,519.0,1557.0,2020-05-07,north
pink morsel,3.0,541.0,1623.0,2020-05-07,south
pink morsel,3.0,519.0,1557.0,2020-05-07,east
pink morsel,3.0,582.0,1746.0,2020-05-07,west
gold morsel,9.99,546.0,5454.54,2020-05-07,north
gold morsel,9.99,570.0,5694.3,2020-05-07,south
gold morsel,9.99,529.0,5284.71,2020-05-07,east
gold morsel,9.99,580.0,5794.2,2020-05-07,west
magenta morsel,2.5,540.0,1350.0,2020-05-07,north
magenta morsel,2.5,509.0,1272.5,2020-05-07,south
magenta morsel,2.5,579.0,1447.5,2020-05-07,east
magenta morsel,2.5,577.0,1442.5,2020-05-07,west
chartreuse morsel,3.0,518.0,1554.0,2020-05-07,north
chartreuse morsel,3.0,588.0,1764.0,2020-05-07,south
chartreuse morsel,3.0,592.0,1776.0,2020-05-07,east
chartreuse morsel,3.0,557.0,1671.0,2020-05-07,west
periwinkle morsel,1.25,528.0,660.0,2020-05-07,north
periwinkle morsel,1.25,560.0,700.0,2020-05-07,south
periwinkle morsel,1.25,546.0,682.5,2020-05-07,east
periwinkle morsel,1.25,536.0,670.0,2020-05-07,west
vermilion morsel,4.99,501.0,2499.9900000000002,2020-05-07,north
vermilion morsel,4.99,597.0,2979.03,2020-05-07,south
vermilion morsel,4.99,542.0,2704.58,2020-05-07,east
vermilion morsel,4.99,598.0,2984.02,2020-05-07,west
lapis morsel,1.99,569.0,1132.31,2020-05-07,north
lapis morsel,1.99,580.0,1154.2,2020-05-07,south
lapis morsel,1.99,565.0,1124.35,2020-05-07,east
lapis morsel,1.99,584.0,1162.16,2020-05-07,west
pink morsel,3.0,560.0,1680.0,2020-05-08,north
pink morsel,3.0,529.0,1587.0,2020-05-08,south
pink morsel,3.0,565.0,1695.0,2020-05-08,east
pink morsel,3.0,543.0,1629.0,2020-05-08,west
gold morsel,9.99,526.0,5254.74,2020-05-08,north
gold morsel,9.99,554.0,5534.46,2020-05-08,south
gold morsel,9.99,558.0,5574.42,2020-05-08,east
gold morsel,9.99,528.0,5274.72,2020-05-08,west
magenta morsel,2.5,555.0,1387.5,2020-05-08,north
magenta morsel,2.5,542.0,1355.0,2020-05-08,south
magenta morsel,2.5,573.0,1432.5,2020-05-08,east
magenta morsel,2.5,509.0,1272.5,2020-05-08,west
chartreuse morsel,3.0,550.0,1650.0,2020-05-08,north
chartreuse morsel,3.0,576.0,1728.0,2020-05-08,south
chartreuse morsel,3.0,516.0,1548.0,2020-05-08,east
chartreuse morsel,3.0,533.0,1599.0,2020-05-08,west
periwinkle morsel,1.25,527.0,658.75,2020-05-08,north
periwinkle morsel,1.25,505.0,631.25,2020-05-08,south
periwinkle morsel,1.25,587.0,733.75,2020-05-08,east
periwinkle morsel,1.25,514.0,642.5,2020-05-08,west
vermilion morsel,4.99,565.0,2819.35,2020-05-08,north
vermilion morsel,4.99,538.0,2684.62,2020-05-08,south
vermilion morsel,4.99,514.0,2564.86,2020-05-08,east
vermilion morsel,4.99,579.0,2889.21,2020-05-08,west
lapis morsel,1.99,594.0,1182.06,2020-05-08,north
lapis morsel,1.99,585.0,1164.15,2020-05-08,south
lapis morsel,1.99,548.0,1090.52,2020-05-08,east
lapis morsel,1.99,590.0,1174.1,2020-05-08,west
pink morsel,3.0,558.0,1674.0,2020-05-09,north
pink morsel,3.0,540.0,1620.0,2020-05-09,south
pink morsel,3.0,520.0,1560.0,2020-05-09,east
pink morsel,3.0,530.0,1590.0,2020-05-09,west
gold morsel,9.99,556.0,5554.4400000000005,2020-05-09,north
gold morsel,9.99,591.0,5904.09,2020-05-09,south
gold morsel,9.99,588.0,5874.12,2020-05-09,east
gold morsel,9.99,588.0,5874.12,2020-05-09,west
magenta morsel,2.5,544.0,1360.0,2020-05-09,north
magenta morsel,2.5,585.0,1462.5,2020-05-09,south
magenta morsel,2.5,578.0,1445.0,2020-05-09,east
magenta morsel,2.5,539.0,1347.5,2020-05-09,west
chartreuse morsel,3.0,529.0,1587.0,2020-05-09,north
chartreuse morsel,3.0,554.0,1662.0,2020-05-09,south
chartreuse morsel,3.0,572.0,1716.0,2020-05-09,east
chartreuse morsel,3.0,560.0,1680.0,2020-05-09,west
periwinkle morsel,1.25,514.0,642.5,2020-05-09,north
periwinkle morsel,1.25,508.0,635.0,2020-05-09,south
periwinkle morsel,1.25,547.0,683.75,2020-05-09,east
periwinkle morsel,1.25,554.0,692.5,2020-05-09,west
vermilion morsel,4.99,574.0,2864.26,2020-05-09,north
vermilion morsel,4.99,538.0,2684.62,2020-05-09,south
vermilion morsel,4.99,532.0,2654.6800000000003,2020-05-09,east
vermilion morsel,4.99,517.0,2579.83,2020-05-09,west
lapis morsel,1.99,546.0,1086.54,2020-05-09,north
lapis morsel,1.99,587.0,1168.1299999999999,2020-05-09,south
lapis morsel,1.99,594.0,1182.06,2020-05-09,east
lapis morsel,1.99,565.0,1124.35,2020-05-09,west
pink morsel,3.0,541.0,1623.0,2020-05-10,north
pink morsel,3.0,563.0,1689.0,2020-05-10,south
pink morsel,3.0,552.0,1656.0,2020-05-10,east
pink morsel,3.0,565.0,1695.0,2020-05-10,west
gold morsel,9.99,556.0,5554.4400000000005,2020-05-10,north
gold morsel,9.99,507.0,5064.93,2020-05-10,south
gold morsel,9.99,542.0,5414.58,2020-05-10,east
gold morsel,9.99,520.0,5194.8,2020-05-10,west
magenta morsel,2.5,586.0,1465.0,2020-05-10,north
magenta morsel,2.5,554.0,1385.0,2020-05-10,south
magenta morsel,2.5,558.0,1395.0,2020-05-10,east
magenta morsel,2.5,578.0,1445.0,2020-05-10,west
chartreuse morsel,3.0,501.0,1503.0,2020-05-10,north
chartreuse morsel,3.0,552.0,1656.0,2020-05-10,south
chartreuse morsel,3.0,516.0,1548.0,2020-05-10,east
chartreuse morsel,3.0,550.0,1650.0,2020-05-10,west
periwinkle morsel,1.25,563.0,703.75,2020-05-10,north
periwinkle morsel,1.25,505.0,631.25,2020-05-10,south
periwinkle morsel,1.25,582.0,727.5,2020-05-10,east
periwinkle morsel,1.25,517.0,646.25,2020-05-10,west
vermilion morsel,4.99,517.0,2579.83,2020-05-10,north
vermilion morsel,4.99,596.0,2974.04,2020-05-10,south
vermilion morsel,4.99,599.0,2989.01,2020-05-10,east
vermilion morsel,4.99,541.0,2699.59,2020-05-10,west
lapis morsel,1.99,549.0,1092.51,2020-05-10,north
lapis morsel,1.99,547.0,1088.53,2020-05-10,south
lapis morsel,1.99,550.0,1094.5,2020-05-10,east
lapis morsel,1.99,519.0,1032.81,2020-05-10,west
pink morsel,3.0,558.0,1674.0,2020-05-11,north
pink morsel,3.0,518.0,1554.0,2020-05-11,south
pink morsel,3.0,560.0,1680.0,2020-05-11,east
pink morsel,3.0,525.0,1575.0,2020-05-11,west
gold morsel,9.99,542.0,5414.58,2020-05-11,north
gold morsel,9.99,501.0,5004.99,2020-05-11,south
gold morsel,9.99,572.0,5714.28,2020-05-11,east
gold morsel,9.99,593.0,5924.07,2020-05-11,west
magenta morsel,2.5,518.0,1295.0,2020-05-11,north
magenta morsel,2.5,555.0,1387.5,2020-05-11,south
magenta morsel,2.5,505.0,1262.5,2020-05-11,east
magenta morsel,2.5,561.0,1402.5,2020-05-11,west
chartreuse morsel,3.0,531.0,1593.0,2020-05-11,north
chartreuse morsel,3.0,590.0,1770.0,2020-05-11,south
chartreuse morsel,3.0,510.0,1530.0,2020-05-11,east
chartreuse morsel,3.0,537.0,1611.0,2020-05-11,west
periwinkle morsel,1.25,577.0,721.25,2020-05-11,north
periwinkle morsel,1.25,552.0,690.0,2020-05-11,south
periwinkle morsel,1.25,552.0,690.0,2020-05-11,east
periwinkle morsel,1.25,555.0,693.75,2020-05-11,west
vermilion morsel,4.99,596.0,2974.04,2020-05-11,north
vermilion morsel,4.99,531.0,2649.69,2020-05-11,south
vermilion morsel,4.99,514.0,2564.86,2020-05-11,east
vermilion morsel,4.99,512.0,2554.88,2020-05-11,west
lapis morsel,1.99,573.0,1140.27,2020-05-11,north
lapis morsel,1.99,561.0,1116.39,2020-05-11,south
lapis morsel,1.99,531.0,1056.69,2020-05-11,east
lapis morsel,1.99,540.0,1074.6,2020-05-11,west
pink morsel,3.0,500.0,1500.0,2020-05-12,north
pink morsel,3.0,597.0,1791.0,2020-05-12,south
pink morsel,3.0,538.0,1614.0,2020-05-12,east
pink morsel,3.0,565.0,1695.0,2020-05-12,west
gold morsel,9.99,584.0,5834.16,2020-05-12,north
gold morsel,9.99,584.0,5834.16,2020-05-12,south
gold morsel,9.99,521.0,5204.79,2020-05-12,east
gold morsel,9.99,571.0,5704.29,2020-05-12,west
magenta morsel,2.5,535.0,1337.5,2020-05-12,north
magenta morsel,2.5,578.0,1445.0,2020-05-12,south
magenta morsel,2.5,564.0,1410.0,2020-05-12,east
magenta morsel,2.5,532.0,1330.0,2020-05-12,west
chartreuse morsel,3.0,537.0,1611.0,2020-05-12,north
chartreuse morsel,3.0,536.0,1608.0,2020-05-12,south
chartreuse morsel,3.0,590.0,1770.0,2020-05-12,east
chartreuse morsel,3.0,559.0,1677.0,2020-05-12,west
periwinkle morsel,1.25,571.0,713.75,2020-05-12,north
periwinkle morsel,1.25,518.0,647.5,2020-05-12,south
periwinkle morsel,1.25,594.0,742.5,2020-05-12,east
periwinkle morsel,1.25,531.0,663.75,2020-05-12,west
vermilion morsel,4.99,574.0,2864.26,2020-05-12,north
vermilion morsel,4.99,583.0,2909.17,2020-05-12,south
vermilion morsel,4.99,526.0,2624.7400000000002,2020-05-12,east
vermilion morsel,4.99,575.0,2869.25,2020-05-12,west
lapis morsel,1.99,598.0,1190.02,2020-05-12,north
lapis morsel,1.99,583.0,1160.17,2020-05-12,south
lapis morsel,1.99,553.0,1100.47,2020-05-12,east
lapis morsel,1.99,578.0,1150.22,2020-05-12,west
pink morsel,3.0,589.0,1767.0,2020-05-13,north
pink morsel,3.0,575.0,1725.0,2020-05-13,south
pink morsel,3.0,567.0,1701.0,2020-05-13,east
pink morsel,3.0,543.0,1629.0,2020-05-13,west
gold morsel,9.99,557.0,5564.43,2020-05-13,north
gold morsel,9.99,522.0,5214.78,2020-05-13,south
gold morsel,9.99,566.0,5654.34,2020-05-13,east
gold morsel,9.99,565.0,5644.35,2020-05-13,west
magenta morsel,2.5,500.0,1250.0,2020-05-13,north
magenta morsel,2.5,574.0,1435.0,2020-05-13,south
magenta morsel,2.5,531.0,1327.5,2020-05-13,east
magenta morsel,2.5,515.0,1287.5,2020-05-13,west
chartreuse morsel,3.0,523.0,1569.0,2020-05-13,north
chartreuse morsel,3.0,521.0,1563.0,2020-05-13,south
chartreuse morsel,3.0,512.0,1536.0,2020-05-13,east
chartreuse morsel,3.0,510.0,1530.0,2020-05-13,west
periwinkle morsel,1.25,523.0,653.75,2020-05-13,north
periwinkle morsel,1.25,518.0,647.5,2020-05-13,south
periwinkle morsel,1.25,517.0,646.25,2020-05-13,east
periwinkle morsel,1.25,500.0,625.0,2020-05-13,west
